sku,brand,caption,unit,badge,link,image_url,price,per_unit,regular_price,promo_price,availability
2080039,WINSTON,"karma uzupełniająca dla dorosłych kotów, chrupiące poduszeczki nadziewane kocią trawą i kocimiętką",50 g,MEGA!,"https://www.rossmann.pl/Produkt/Przysmaki/Winston-karma-uzupelniajaca-dla-doroslych-kotow-chrupiace-poduszeczki-nadziewane-kocia-trawa-i-koci,2080039,19122",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/2080039_360_350_1744886909.webp,"1,99 zł","100 g = 3,98 zł",3.29,1.99,Niedostępny online; Sprawdź dostępność w drogerii
158116,WINSTON,"karma uzupełniająca dla dorosłych psów, przekąski dentystyczne",203 g,MEGA!,"https://www.rossmann.pl/Produkt/Przysmaki/Winston-karma-uzupelniajaca-dla-doroslych-psow-przekaski-dentystyczne-203-g,158116,19130",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/158116_360_350_1729261740.webp,"4,19 zł","100 g = 2,06 zł",6.49,4.19,Niedostępny online; Sprawdź dostępność w drogerii
411880,WINSTON,"karma pełnoporcjowa mokra dla dorosłych kotów, z cielęciną i indykiem",85 g,,"https://www.rossmann.pl/Produkt/Mokre/Winston-Nature-karma-pelnoporcjowa-mokra-dla-doroslych-kotow-z-cielecina-i-indykiem-85-g,411880,19121",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/411880_360_350_1727377277.webp,"2,19 zł","100 g = 2,58 zł",2.69,2.19,Niedostępny online; Sprawdź dostępność w drogerii
411882,WINSTON,"karma pełnoporcjowa mokra dla dorosłych kotów, z kaczką i kurczakiem",85 g,,"https://www.rossmann.pl/Produkt/Mokre/Winston-Nature-karma-pelnoporcjowa-mokra-dla-doroslych-kotow-z-kaczka-i-kurczakiem-85-g,411882,19121",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/411882_360_350_1727440288.webp,"2,19 zł","100 g = 2,58 zł",2.69,2.19,Niedostępny online; Sprawdź dostępność w drogerii
411881,WINSTON,"karma pełnoporcjowa mokra dla dorosłych kotów, z wołowiną i drobiem",85 g,,"https://www.rossmann.pl/Produkt/Mokre/Winston-Nature-karma-pelnoporcjowa-mokra-dla-doroslych-kotow-z-wolowina-i-drobiem-85-g,411881,19121",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/411881_360_350_1727440283.webp,"2,19 zł","100 g = 2,58 zł",2.69,2.19,Niedostępny online; Sprawdź dostępność w drogerii
339874,WINSTON,"karma pełnoporcjowa mokra dla dorosłych psów, z indykiem i pasternakiem",150 g,,"https://www.rossmann.pl/Produkt/Mokre/Winston-Nature-karma-pelnoporcjowa-mokra-dla-doroslych-psow-z-indykiem-i-pasternakiem-150-g,339874,19128",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/339874_360_350_1742291965.webp,"2,39 zł","100 g = 1,59 zł",2.99,2.39,Niedostępny online; Sprawdź dostępność w drogerii
220842,WINSTON,"pasta słodowa dla kotów, odkłaczająca, z łuskami babki płesznik",100 g,MEGA!,"https://www.rossmann.pl/Produkt/Przysmaki/Winston-pasta-slodowa-dla-kotow-odklaczajaca-z-luskami-babki-plesznik-100-g,220842,19122",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/220842_360_350_1746017740.webp,"6,19 zł","100 g = 6,19 zł",9.49,6.19,Niedostępny online; Sprawdź dostępność w drogerii
164066,WINSTON,"karma pełnoporcjowa mokra dla dorosłych psów, powyżej 7 roku życia, z drobiem i warzywami",150 g,,"https://www.rossmann.pl/Produkt/Mokre/Winston-Senior-karma-pelnoporcjowa-mokra-dla-doroslych-psow-powyzej-7-roku-zycia-z-drobiem-i-warzy,164066,19128",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/164066_360_350_1742291945.webp,"1,99 zł","100 g = 1,33 zł",2.59,1.99,Niedostępny online; Sprawdź dostępność w drogerii
192806,WINSTON,"karma uzupełniająca dla dorosłych kotów, z łososiem i kurczakiem",120 g,,"https://www.rossmann.pl/Produkt/Przysmaki/Winston-Snack-karma-uzupelniajaca-dla-doroslych-kotow-z-lososiem-i-kurczakiem-120-g,192806,19122",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/192806_360_350_1727333457.webp,"6,39 zł","100 g = 5,33 zł",7.99,6.39,Niedostępny online; Sprawdź dostępność w drogerii
317925,WINSTON,żwirek zbrylający dla kotów,6 l,,"https://www.rossmann.pl/Produkt/Akcesoria/Winston-zwirek-zbrylajacy-dla-kotow-6-l,317925,19125",https://pro-fra-s3-productsassets.rossmann.pl/product_1_medium/317925_360_350_1727451722.webp,"9,49 zł","1 l = 1,58 zł",12.49,9.49,Niedostępny online; Sprawdź dostępność w drogerii
